pdb1,pdb2,start1,end1,start2,end2,tmscore,len1,len2,raw_score,helix,sheet,loop,class1,arch1,topo1,sfam1,class2,arch2,topo2,sfam2
1tc3_C,4pe3_A,209,226,275,293,0.56732,17,18,63,0.82208589,0,0.17791411,1,10,10,60,3,40,190,170
2cpg_B,2bo1_A,9,31,41,63,0.68259,22,22,63,0.802030457,0.091370558,0.106598985,1,10,1220,10,3,30,1330,30
1dw0_A,1n57_A,97,113,163,179,0.62504,16,16,63,0.65,0,0.35,1,10,760,10,3,40,50,880
3oss_C,2z1c_A,163,186,8,31,0.57212,23,23,63,0,0.734513274,0.265486726,2,30,30,830,2,40,50,970
3cqn_B,1pf5_A,224,246,56,78,0.59499,22,22,63,0.67961165,0.116504854,0.203883495,2,40,128,20,3,30,1330,40
3cqn_B,2ig8_A,224,246,60,82,0.55352,22,22,63,0.684466019,0.116504854,0.199029126,2,40,128,20,3,30,1330,40
3sja_C,2qyw_A,46,65,-35,-16,0.57036,19,19,63,0.774193548,0,0.225806452,1,10,287,660,1,20,58,400
3cqn_B,3k12_D,224,246,45,67,0.62949,22,22,63,0.671497585,0.115942029,0.212560386,2,40,128,20,3,30,1330,40
1xi3_A,3qvl_A,70,108,61,99,0.61035,38,38,62,0.476780186,0.226006192,0.297213622,3,20,20,70,3,40,50,12500
3bv4_A,3lwz_B,167,189,35,57,0.56056,22,22,62,0.618090452,0.306532663,0.075376884,3,20,20,70,3,40,50,9100
2yms_A,3u4y_A,128,174,16,64,0.78422,46,48,62,0.002538071,0.581218274,0.416243655,2,40,128,630,2,130,10,10
2gxg_A,4j29_A,62,84,87,109,0.57443,22,22,62,0.647959184,0.219387755,0.132653061,1,10,10,10,3,40,50,11230
3cqj_A,4j29_A,20,36,91,107,0.61608,16,16,62,0.7125,0.1125,0.175,3,20,20,150,3,40,50,11230
3ge3_C,2x1f_A,23,39,27,43,0.5805,16,16,62,0.715231788,0,0.284768212,3,10,20,270,3,30,70,330
2gen_A,4cyb_D,114,145,83,114,0.62688,31,31,62,0.8,0,0.2,1,10,357,10,1,20,1260,10
1f6k_C,3f6c_A,172,205,63,100,0.57179,33,37,62,0.607260726,0.201320132,0.191419142,3,20,20,70,3,40,50,2300
3kzp_A,4j29_A,185,201,35,51,0.66683,16,16,62,0.83125,0.05,0.11875,3,20,20,450,3,40,50,11230
1r85_A,3can_A,73,90,18,36,0.55656,17,18,62,0.796703297,0,0.203296703,3,20,20,80,3,80,30,10
2iw5_B,2ph0_B,400,423,15,37,0.55667,23,22,62,0.841860465,0,0.158139535,1,20,58,1880,3,40,1570,10
2f07_B,2pyb_A,113,144,48,79,0.55145,31,31,62,0.816720257,0,0.183279743,1,10,357,10,1,20,1260,10
1baz_C,3op6_A,18,36,2,19,0.60808,18,17,62,0.836363636,0.012121212,0.151515152,1,10,1220,10,3,90,960,10
2yms_A,1zgk_A,111,144,557,594,0.55512,33,37,62,0,0.712765957,0.287234043,2,40,128,630,2,120,10,80
3r0a_A,1kqp_A,49,67,238,256,0.57144,18,18,62,0.885714286,0,0.114285714,1,10,10,10,3,40,50,620
3g2b_A,3m20_A,54,80,17,43,0.58481,26,26,62,0.889867841,0.022026432,0.088105727,1,10,10,1150,3,30,429,10
3vop_C,1k1f_D,23,42,34,53,0.61151,19,19,62,0.859459459,0,0.140540541,1,20,5,110,4,10,280,30
3kpb_A,4r1s_B,466,482,303,319,0.57649,16,16,62,0.790540541,0.027027027,0.182432432,3,10,580,10,3,40,50,720
2rkl_A,4leu_A,294,311,194,210,0.56243,17,16,61,0.847560976,0,0.152439024,1,20,5,420,1,25,40,10
3fiq_A,2i1s_A,124,147,30,53,0.55208,23,23,61,0.806378132,0.041002278,0.15261959,2,40,128,20,3,10,290,30
2rkl_A,4apo_B,294,311,195,211,0.70252,17,16,61,0.87195122,0,0.12804878,1,20,5,420,1,25,40,10
4mvk_A,4w4m_H,143,161,59,77,0.56073,18,18,61,0.793103448,0.017241379,0.189655172,2,40,128,20,3,30,70,1530
3iqu_A,4i17_A,7,34,28,55,0.75535,27,27,61,0.870036101,0,0.129963899,1,20,190,20,1,25,40,10
1q08_A,2mp8_A,54,70,2,18,0.60655,16,16,61,0.894736842,0,0.105263158,1,10,1660,10,1,20,225,10
2e1n_A,1kqp_A,75,92,239,256,0.58117,17,17,61,0.821428571,0.06547619,0.113095238,1,10,10,10,3,40,50,620
3qoq_C,3op6_A,28,45,2,19,0.57301,17,17,61,0.837349398,0.012048193,0.15060241,1,10,1220,10,3,90,960,10
2k29_A,3op6_A,13,30,2,19,0.55414,17,17,61,0.898601399,0.006993007,0.094405594,1,10,1220,10,3,90,960,10
4nhj_B,2job_A,197,213,74,90,0.71974,16,16,60,0.838709677,0,0.161290323,1,10,10,10,3,30,160,320
256b_A,1xnf_A,21,42,177,198,0.62528,21,21,60,0.781420765,0,0.218579235,1,20,120,10,1,25,40,10
4uht_A,2job_A,193,209,74,90,0.55083,16,16,60,0.832298137,0,0.167701863,1,10,10,10,3,30,160,320
1r7j_A,3tl8_F,29,50,273,295,0.56512,21,22,60,0.815384615,0.041025641,0.143589744,1,10,10,10,1,20,1280,220
2ld3_A,1ez3_A,39,67,73,101,0.7038,28,28,60,0.894211577,0,0.105788423,1,10,3060,20,1,20,58,70
2m8e_A,1p1l_A,35,53,10,28,0.60367,18,18,60,0.87755102,0,0.12244898,1,10,10,10,3,30,70,120
2p5k_A,2wyq_A,20,35,23,39,0.59022,15,16,60,0.751824818,0,0.248175182,1,10,10,10,3,10,20,90
5aur_A,3l3b_A,67,83,115,131,0.57399,16,16,60,0.825,0,0.175,1,10,760,10,3,40,50,880
1w2l_A,3l3b_A,83,99,115,131,0.57006,16,16,60,0.866242038,0,0.133757962,1,10,760,10,3,40,50,880
1pbj_A,4j29_A,80,96,90,106,0.57432,16,16,60,0.768707483,0,0.231292517,3,10,580,10,3,40,50,11230
3hd7_E,1k1f_D,19,46,29,53,0.66799,27,24,60,0.896373057,0,0.103626943,1,20,5,110,4,10,280,30
2ijq_A,3gw4_A,37,67,68,97,0.57373,30,29,60,0.807560137,0,0.192439863,1,10,3450,10,1,25,40,10
2wvi_A,2pk8_A,90,111,11,32,0.55901,21,21,60,0.724358974,0.019230769,0.256410256,1,25,40,430,3,30,2320,10
5j1g_B,3gaa_B,1144,1169,215,240,0.59574,25,25,60,0.875,0,0.125,1,20,58,1940,3,40,50,10900
2ld3_A,3kbt_A,68,92,1756,1784,0.57728,24,28,60,0.883449883,0,0.116550117,1,10,3060,20,1,20,58,1940
2lso_A,1reg_X,42,60,68,86,0.57452,18,18,60,0.844776119,0,0.155223881,1,10,10,10,3,30,70,650
5few_A,3llv_A,124,156,88,120,0.59695,32,32,60,0.568047337,0.186390533,0.24556213,3,20,20,70,3,40,50,720
1zhc_A,1am9_B,19,42,370,393,0.66189,23,23,60,0.896805897,0,0.103194103,1,20,58,660,4,10,280,10
256b_A,3zfw_B,18,44,335,360,0.61022,26,25,60,0.752252252,0,0.247747748,1,20,120,10,1,25,40,10
4yze_B,3ak8_F,121,151,61,91,0.7445,30,30,60,0.867924528,0,0.132075472,1,10,357,10,1,20,1260,10
5b3p_A,2lfc_A,3,19,109,125,0.59983,16,16,60,0.711538462,0.16025641,0.128205128,3,30,460,80,3,90,700,10
1xg4_D,3lwz_B,93,112,56,72,0.55063,19,16,60,0.833333333,0.076923077,0.08974359,3,20,20,60,3,40,50,9100
2xfr_A,3j7y_b,145,166,90,111,0.60595,21,21,60,0.893203883,0,0.106796117,3,20,20,80,3,40,30,10
1opc_A,2job_A,197,213,74,90,0.64135,16,16,60,0.765432099,0,0.234567901,1,10,10,10,3,30,160,320
3sja_C,3zci_A,38,64,32,58,0.70369,26,26,60,0.824489796,0,0.175510204,1,10,287,660,1,20,58,1660
4ix1_A,5g1s_G,188,204,48,63,0.64534,16,15,60,0.661971831,0.105633803,0.232394366,3,40,50,12500,3,90,226,10
1z3e_B,3tl8_F,288,309,273,295,0.57854,21,22,60,0.725388601,0,0.274611399,1,10,150,20,1,20,1280,220
5ip4_E,2lna_A,287,303,69,85,0.56874,16,16,59,0.815789474,0,0.184210526,3,10,20,230,3,40,1690,20
3fia_A,1tif_A,34,50,24,40,0.55374,16,16,59,0.625806452,0.135483871,0.238709677,1,10,238,10,3,10,20,80
2ijq_B,4u7i_A,73,109,24,59,0.76565,36,35,59,0.896551724,0.022988506,0.08045977,1,10,3450,10,1,20,58,280
2n7z_A,2lfc_A,18,38,107,124,0.57219,20,17,59,0.853868195,0,0.146131805,1,10,533,10,3,90,700,10
3qoq_C,2mp8_A,25,42,2,19,0.58482,17,17,59,0.81097561,0,0.18902439,1,10,1220,10,1,20,225,10
4hat_B,1nxi_A,178,199,43,64,0.55952,21,21,59,0.898058252,0.077669903,0.024271845,2,30,29,30,3,30,70,970
1ldd_A,5c17_A,813,830,52,67,0.6011,17,15,59,0.748466258,0,0.251533742,1,10,10,10,2,40,10,490
1x7i_A,1jmv_A,78,122,94,137,0.60754,44,43,59,0.513089005,0.178010471,0.308900524,3,20,20,380,3,40,50,620
4yii_A,4j29_A,790,811,87,108,0.58556,21,21,59,0.673366834,0.125628141,0.201005025,1,10,10,10,3,40,50,11230
3iqu_A,4wnd_A,8,34,191,218,0.5805,26,27,59,0.870722433,0,0.129277567,1,20,190,20,1,25,40,10
1fzc_A,1got_G,119,137,14,32,0.55102,18,18,59,0.79558011,0,0.20441989,1,20,5,50,4,10,260,10
2e2a_A,3kae_A,25,51,213,239,0.77326,26,26,59,0.897196262,0,0.102803738,1,20,58,80,1,25,40,10
2yms_A,4czx_A,148,182,24,60,0.62279,34,36,58,0,0.503521127,0.496478873,2,40,128,630,2,130,10,10
1n8v_B,2vgl_B,55,79,19,47,0.574,24,28,58,0.846808511,0,0.153191489,1,10,2080,10,1,25,10,10
3kat_A,1wwp_A,1396,1418,56,79,0.6172,22,23,58,0.852380952,0,0.147619048,1,10,533,10,1,20,120,330
1f6k_C,3can_A,170,209,24,66,0.58452,39,42,58,0.638356164,0.178082192,0.183561644,3,20,20,70,3,80,30,10
5d18_A,3qhb_A,123,153,58,88,0.60701,30,30,58,0.871404399,0,0.128595601,1,10,357,10,1,20,1260,10
3sja_C,2qyw_A,46,63,1,18,0.58674,17,17,58,0.75,0,0.25,1,10,287,660,1,20,58,400
1fzc_A,1a92_A,141,176,14,49,0.59856,35,35,58,0.670807453,0,0.329192547,1,20,5,50,4,10,220,40
2oqb_A,2okq_B,106,130,67,91,0.56614,24,24,58,0.663716814,0.234513274,0.101769912,2,30,29,30,3,30,70,100
1mhw_C,2dcc_A,182,205,212,235,0.7723,23,23,58,0,0.453744493,0.546255507,2,40,50,170,3,90,70,10
1gjj_A,2lst_A,9,25,100,116,0.55808,16,16,58,0.723183391,0,0.276816609,1,10,720,40,3,40,30,10
3on2_A,2qsb_A,34,51,71,87,0.61142,17,16,58,0.781512605,0,0.218487395,1,10,357,10,1,20,1440,50
4ck4_A,1uku_A,128,144,57,73,0.57598,16,16,58,0.831325301,0.006024096,0.162650602,2,40,128,20,3,30,70,120
3iqu_A,3ma5_A,7,34,99,128,0.67933,27,29,58,0.873646209,0,0.126353791,1,20,190,20,1,25,40,10
5fo5_A,3tl8_F,25,45,273,294,0.57874,20,21,58,0.890547264,0,0.109452736,1,10,10,10,1,20,1280,220
4p3f_A,2xcb_A,168,186,32,51,0.64864,18,19,57,0.845714286,0,0.154285714,1,10,3450,40,1,25,40,10
2hwn_B,2pwj_A,5,22,85,102,0.55291,17,17,57,0.82278481,0.012658228,0.164556962,1,20,890,10,3,40,30,10
2izx_B,2pwj_A,5,22,85,102,0.57022,17,17,57,0.82278481,0.012658228,0.164556962,1,20,890,10,3,40,30,10
3iqu_A,3gw4_A,7,34,75,102,0.68245,27,27,57,0.865454545,0,0.134545455,1,20,190,20,1,25,40,10
1tzv_A,2xpi_D,91,115,74,98,0.59417,24,24,57,0.822580645,0,0.177419355,1,10,940,10,1,25,40,10
2rkl_A,4j8d_D,294,313,129,148,0.55928,19,19,57,0.863387978,0,0.136612022,1,20,5,420,1,25,40,10
3f5h_A,5e62_B,13,32,110,129,0.61637,19,19,57,0.139175258,0,0.855670103,1,20,5,1180,3,90,20,10
1ci6_A,1nlw_E,322,340,748,766,0.78129,18,18,57,0.214689266,0,0.785310734,1,20,5,170,4,10,280,10
1ci6_A,3ku3_B,317,336,38,57,0.68696,19,19,57,0.218579235,0,0.781420765,1,20,5,170,3,90,20,10
2dna_A,5c5d_A,19,35,18,34,0.5682,16,16,57,0.842911877,0.01532567,0.141762452,1,10,8,10,3,40,50,7700
256b_A,3gw4_A,18,41,119,142,0.69538,23,23,57,0.844221106,0,0.155778894,1,20,120,10,1,25,40,10
2ld3_A,3kbt_A,68,92,1649,1677,0.61603,24,28,56,0.881118881,0,0.118881119,1,10,3060,20,1,20,58,1940
4mnu_B,3e5d_A,59,78,82,101,0.58587,19,19,56,0.645714286,0.217142857,0.137142857,1,10,10,10,3,10,180,10
2yms_D,1jmx_B,266,313,276,326,0.69409,47,50,56,0,0.586448598,0.413551402,2,40,10,480,2,130,10,10
4q6j_B,2c92_A,184,214,31,62,0.59626,30,31,56,0.736486486,0.118243243,0.14527027,3,20,20,450,3,40,50,960
4y8e_A,2c92_A,195,225,31,62,0.55224,30,31,56,0.704225352,0.116197183,0.179577465,3,20,20,450,3,40,50,960
2b4j_C,4nee_B,395,425,329,358,0.68212,30,29,56,0.860544218,0,0.139455782,1,20,930,10,1,25,10,10
5j1g_B,4m44_B,1144,1178,62,96,0.6254,34,34,56,0.892173913,0,0.107826087,1,20,58,1940,3,90,20,10
4esf_A,1wwp_A,47,66,56,75,0.56051,19,19,56,0.592592593,0.264550265,0.142857143,1,10,10,10,1,20,120,330
1qwd_B,2pwj_A,147,164,85,102,0.63579,17,17,56,0.816455696,0.012658228,0.170886076,2,40,128,20,3,40,30,10
3elf_A,1qys_A,173,195,57,76,0.56092,22,19,56,0.863636364,0,0.136363636,3,20,20,70,3,30,1710,10
3b2e_H,1ez3_A,64,89,104,127,0.57834,25,23,56,0.845528455,0,0.154471545,1,10,287,660,1,20,58,70
1w3i_A,2cz4_A,19,38,63,82,0.57948,19,19,56,0.787564767,0.088082902,0.124352332,3,20,20,70,3,30,70,120
1yx1_A,4ush_A,79,95,86,102,0.63293,16,16,56,0.738255034,0,0.261744966,3,20,20,150,3,30,70,120
1yx1_A,4co3_A,79,95,68,84,0.58136,16,16,56,0.743243243,0,0.256756757,3,20,20,150,3,30,70,120
3iqu_A,1nzn_A,7,34,78,105,0.78252,27,27,56,0.869090909,0,0.130909091,1,20,190,20,1,25,40,10
3l4r_A,2pwj_A,126,143,85,102,0.55538,17,17,56,0.795321637,0.011695906,0.192982456,2,40,128,20,3,40,30,10
2k9y_A,3ux4_A,539,561,29,52,0.5507,22,23,56,0.77393617,0,0.22606383,1,20,5,510,1,25,40,600
2ra6_C,2pwj_A,135,152,85,102,0.55675,17,17,56,0.772727273,0.011363636,0.215909091,2,40,128,20,3,40,30,10
3tul_C,1ukl_C,100,126,371,397,0.59289,26,26,56,0.805429864,0,0.194570136,1,20,120,330,4,10,280,10
3mhv_A,3dss_A,294,312,119,136,0.55175,18,17,56,0.861271676,0,0.138728324,1,20,5,420,1,25,40,120
4p3f_A,2h6f_A,166,186,166,182,0.63636,20,16,56,0.767567568,0,0.232432432,1,10,3450,40,1,25,40,120
4kwa_B,3q4o_A,208,236,44,72,0.67002,28,28,56,0.867857143,0,0.132142857,1,10,357,10,1,20,1260,10
4lyp_B,5a4a_A,165,181,532,548,0.59544,16,16,55,0.813253012,0,0.186746988,3,20,20,80,3,40,50,1110
3fkr_A,2g2c_A,38,67,51,80,0.55044,29,29,55,0.737451737,0.104247104,0.158301158,3,20,20,70,3,40,980,10
1gu2_A,3k7c_A,106,123,51,67,0.56758,17,16,55,0.7875,0.0125,0.2,1,10,760,10,3,10,450,50
2zbt_A,3qvl_A,92,133,61,99,0.55692,41,38,55,0.35106383,0.218085106,0.430851064,3,20,20,70,3,40,50,12500
3sja_C,3d19_B,42,61,122,141,0.57543,19,19,55,0.86631016,0,0.13368984,1,10,287,660,1,20,1260,120
2lz0_A,3rg1_E,17,54,342,381,0.57273,37,39,55,0.024671053,0.184210526,0.791118421,3,40,50,12480,3,80,10,10
3txn_A,5eka_A,335,370,11,44,0.60951,35,33,55,0.805031447,0.08490566,0.110062893,1,25,40,570,4,10,520,10
4p3f_A,1klx_A,149,169,39,56,0.57015,20,17,55,0.813471503,0,0.186528497,1,10,3450,40,1,25,40,10
1bby_A,4j29_A,181,196,88,104,0.55754,15,16,55,0.801393728,0.073170732,0.12543554,1,10,10,10,3,40,50,11230
4p3g_D,2qfc_A,89,106,194,211,0.5713,17,17,55,0.81294964,0,0.18705036,1,10,3450,40,1,25,40,10
4p3f_A,3qky_A,146,170,79,102,0.55246,24,23,55,0.814655172,0,0.185344828,1,10,3450,40,1,25,40,10
3iqu_A,2vyi_A,7,34,92,119,0.78455,27,27,55,0.872727273,0,0.127272727,1,20,190,20,1,25,40,10
4hno_A,4j29_A,90,106,91,107,0.56981,16,16,55,0.73553719,0.110192837,0.154269972,3,20,20,150,3,40,50,11230
4eie_A,3k7c_A,68,85,51,67,0.64787,17,16,55,0.875389408,0.00623053,0.118380062,1,10,760,10,3,10,450,50
2rkl_A,4kbq_A,294,311,76,93,0.56521,17,17,54,0.860606061,0,0.139393939,1,20,5,420,1,25,40,10
3f1b_A,3uno_E,117,144,117,145,0.60365,27,28,54,0.8,0,0.2,1,10,357,10,1,20,1260,10
2p22_C,2ic6_A,173,190,49,66,0.57772,17,17,54,0.80239521,0,0.19760479,1,10,287,660,1,20,58,90
1w5q_B,3qvl_A,156,188,57,89,0.61551,32,32,54,0.696666667,0.1,0.203333333,3,20,20,70,3,40,50,12500
3sja_C,3vjf_A,38,65,10,37,0.62797,27,27,54,0.840909091,0,0.159090909,1,10,287,660,1,20,1480,30
1vp7_D,3txn_A,24,42,103,121,0.55048,18,18,54,0.808823529,0,0.191176471,1,10,287,1040,1,25,40,570
1gu4_A,5e62_B,310,332,109,131,0.65049,22,22,54,0.85520362,0,0.14479638,1,20,5,170,3,90,20,10
4me9_B,3uno_E,107,135,118,145,0.60167,28,27,54,0.865900383,0,0.134099617,1,10,357,10,1,20,1260,10
1gks_A,3m3p_A,61,77,63,79,0.56555,16,16,54,0.737179487,0,0.262820513,1,10,760,10,3,40,50,880
3sja_C,1gs9_A,38,65,78,106,0.62421,27,28,54,0.81509434,0,0.18490566,1,10,287,660,1,20,120,20
3gpv_A,3gaa_B,53,80,214,241,0.58376,27,27,54,0.641732283,0.07480315,0.283464567,1,10,1660,10,3,40,50,10900
3swf_C,1nlw_E,33,55,748,770,0.58058,22,22,54,0.817307692,0,0.182692308,1,20,5,300,4,10,280,10
3iqu_A,3upv_A,7,34,334,361,0.76573,27,27,54,0.872727273,0,0.127272727,1,20,190,20,1,25,40,10
3na8_B,2g2c_A,42,71,51,80,0.57583,29,29,54,0.602409639,0.092369478,0.305220884,3,20,20,70,3,40,980,10
2e42_A,5e62_B,310,332,109,131,0.64249,22,22,54,0.891402715,0,0.108597285,1,20,5,170,3,90,20,10
3mhv_A,3rkv_A,294,311,207,224,0.65937,17,17,54,0.872727273,0,0.127272727,1,20,5,420,1,25,40,10
4zcn_A,1xks_A,15,47,274,305,0.57371,32,31,53,0.111940299,0.518656716,0.369402985,2,40,10,500,2,130,10,10
3d3b_A,3u64_A,82,99,107,124,0.58802,17,17,53,0.85,0,0.15,1,10,940,10,1,25,40,920
2ijq_A,3rkv_A,35,62,241,265,0.61052,27,24,53,0.810408922,0,0.189591078,1,10,3450,10,1,25,40,10
2ld3_A,4b6x_A,40,73,175,209,0.59701,33,34,53,0.827993255,0,0.172006745,1,10,3060,20,1,20,58,90
4ld1_A,2z2n_A,1001,1037,16,54,0.59505,36,38,53,0,0.487142857,0.512857143,2,60,450,20,2,130,10,10
4p3f_A,2vyi_A,166,185,87,104,0.5562,19,17,53,0.768361582,0,0.231638418,1,10,3450,40,1,25,40,10
5afd_A,2cz4_A,22,40,63,81,0.55052,18,18,53,0.850299401,0.023952096,0.125748503,3,20,20,70,3,30,70,120
4p3g_D,4j8e_A,89,108,183,200,0.56579,19,17,53,0.840764331,0,0.159235669,1,10,3450,40,1,25,40,10
3mhv_A,2wpv_E,301,324,37,60,0.56439,23,23,53,0.889952153,0,0.110047847,1,20,5,420,1,25,40,10
4a0z_B,4j29_A,51,67,87,104,0.67521,16,17,53,0.895522388,0,0.104477612,3,10,129,10,3,40,50,11230
1ci6_A,4m44_B,309,334,37,62,0.71143,25,25,53,0.195833333,0,0.804166667,1,20,5,170,3,90,20,10
1wve_C,3k7c_A,660,676,51,66,0.67262,16,15,53,0.847222222,0.006944444,0.145833333,1,10,760,10,3,10,450,50
3iqu_A,1wy6_A,7,34,128,155,0.73946,27,27,53,0.872727273,0,0.127272727,1,20,190,20,1,25,40,350
3mhv_A,4wnd_A,294,314,132,152,0.55762,20,20,53,0.89119171,0,0.10880829,1,20,5,420,1,25,40,10
4i7w_A,4ra9_B,27,47,215,235,0.55399,20,20,53,0.537634409,0.032258065,0.430107527,3,20,20,70,3,40,50,40
256b_A,4h7y_A,18,40,105,127,0.589,22,22,53,0.867724868,0,0.132275132,1,20,120,10,1,25,40,10
4xky_A,2g2c_A,23,52,51,80,0.59022,29,29,53,0.700787402,0.122047244,0.177165354,3,20,20,70,3,40,980,10
4i1a_A,3o22_A,207,223,155,171,0.58133,16,16,53,0.898089172,0,0.101910828,1,25,40,10,2,40,128,20
3iqu_A,2qfc_A,7,34,240,268,0.63606,27,28,52,0.869565217,0,0.130434783,1,20,190,20,1,25,40,10
3aei_A,1z0k_B,21,41,483,503,0.66077,20,20,52,0.87755102,0,0.12244898,1,10,287,370,4,10,860,20
3b8i_C,3can_A,132,154,78,96,0.59772,22,18,52,0.707446809,0,0.292553191,3,20,20,60,3,80,30,10
3ly0_A,4lda_B,186,202,61,77,0.59708,16,16,52,0.836734694,0,0.163265306,3,20,20,140,3,40,50,2300
3aeh_A,2gr7_A,1279,1306,1057,1084,0.57677,27,27,52,0,0.88185654,0.11814346,2,40,128,130,3,30,1300,30
3txn_A,2a4x_A,359,378,83,102,0.56189,19,19,52,0.655555556,0.133333333,0.211111111,1,25,40,570,3,10,180,10
4x2r_A,1qys_A,30,54,62,86,0.56147,24,24,52,0.582978723,0.263829787,0.153191489,3,20,20,70,3,30,1710,10
3iqu_A,2kc7_A,7,34,38,65,0.7718,27,27,52,0.876363636,0,0.123636364,1,20,190,20,1,25,40,10
2rag_A,4lda_B,205,221,61,77,0.65384,16,16,52,0.823529412,0,0.176470588,3,20,20,140,3,40,50,2300
2hyt_A,3tl8_F,12,30,273,293,0.58163,18,20,52,0.888888889,0,0.111111111,1,10,357,10,1,20,1280,220
2ld3_A,4b6x_A,33,71,175,214,0.55556,38,39,52,0.848888889,0,0.151111111,1,10,3060,20,1,20,58,90
1ytz_T,1nlw_E,169,195,748,774,0.62119,26,26,52,0.765873016,0,0.234126984,1,20,5,350,4,10,280,10
3mhv_A,4apo_B,294,312,195,215,0.58997,18,20,51,0.880681818,0,0.119318182,1,20,5,420,1,25,40,10
3o22_A,2lna_A,152,171,66,85,0.55947,19,19,51,0.785310734,0,0.214689266,2,40,128,20,3,40,1690,20
3sja_C,3pdy_B,37,65,680,708,0.57838,28,28,51,0.846715328,0,0.153284672,1,10,287,660,1,20,58,1940
1baz_C,2yzt_A,32,50,29,47,0.60089,18,18,51,0.814606742,0.011235955,0.174157303,1,10,1220,10,3,30,160,250
3sja_C,3f31_A,37,65,80,108,0.57999,28,28,51,0.846715328,0,0.153284672,1,10,287,660,1,20,58,60
3s1x_A,3rfq_C,64,81,68,85,0.69781,17,17,51,0.869047619,0,0.130952381,3,20,20,70,3,40,980,10
3sja_C,2spc_A,37,65,39,67,0.7005,28,28,51,0.846715328,0,0.153284672,1,10,287,660,1,20,58,60
2rkl_A,2pl2_A,294,310,45,61,0.59379,16,16,51,0.896774194,0,0.103225806,1,20,5,420,1,25,40,10
1mhw_C,3ois_B,182,207,250,275,0.67319,25,25,51,0.0562249,0.40562249,0.53815261,2,40,50,170,3,90,70,10
2nxq_A,4a0z_B,33,49,52,67,0.61146,16,15,51,0.874172185,0,0.125827815,1,10,238,10,3,10,129,10
5j1g_B,1got_G,1144,1163,11,30,0.62644,19,19,51,0.843657817,0,0.156342183,1,20,58,1940,4,10,260,10
4lyp_B,2gjh_A,165,182,15,32,0.55635,17,17,51,0.775862069,0,0.224137931,3,20,20,80,3,30,1070,20
3d1n_P,3okq_A,206,224,567,584,0.60687,18,17,51,0.757961783,0,0.242038217,1,10,260,40,1,20,58,1540
3qvl_A,3viv_A,54,83,39,69,0.55055,29,30,51,0.569105691,0.154471545,0.276422764,3,40,50,12500,3,90,226,10
3q4h_D,4yli_E,67,84,128,145,0.59414,17,17,51,0.895424837,0,0.104575163,1,10,287,1060,3,10,100,10
3fiq_A,2lna_A,124,143,66,85,0.58914,19,19,51,0.837333333,0,0.162666667,2,40,128,20,3,40,1690,20
2rkl_A,1na0_A,294,311,25,41,0.67391,17,16,51,0.859756098,0,0.140243902,1,20,5,420,1,25,40,10
2rkl_A,4hou_B,294,311,50,68,0.68246,17,18,51,0.86746988,0,0.13253012,1,20,5,420,1,25,40,10
3gaa_B,1nlw_E,214,239,755,780,0.62742,25,25,50,0.869387755,0,0.130612245,3,40,50,10900,4,10,280,10
1i4u_B,4w4m_H,144,163,29,48,0.65917,19,19,50,0.819672131,0.010928962,0.169398907,2,40,128,20,3,30,70,1530
4mvk_A,4w4m_H,146,165,29,48,0.60571,19,19,50,0.843243243,0.010810811,0.145945946,2,40,128,20,3,30,70,1530
4zcn_A,1w6s_A,15,42,475,502,0.57173,27,27,50,0.13215859,0.50660793,0.36123348,2,40,10,500,2,140,10,10
4l5e_A,2ouw_B,397,424,83,110,0.57592,27,27,50,0.899451554,0,0.100548446,1,10,10,60,1,20,1290,10
1bm9_A,4j29_A,18,33,89,106,0.56285,15,17,50,0.65625,0,0.34375,1,10,10,10,3,40,50,11230
2esh_A,3e5d_A,51,69,83,101,0.57641,18,18,50,0.64893617,0.255319149,0.095744681,1,10,10,10,3,10,180,10
5duk_B,1kcf_B,40,57,6,20,0.60915,17,14,50,0.788571429,0.091428571,0.12,1,10,10,10,3,30,420,10
4p3f_A,4nrh_B,149,169,67,84,0.55515,20,17,50,0.81865285,0,0.18134715,1,10,3450,40,1,25,40,10
3iqu_A,1qqe_A,7,34,162,189,0.66846,27,27,50,0.865454545,0,0.134545455,1,20,190,20,1,25,40,10
3mhv_A,4hou_B,294,315,50,70,0.5638,21,20,50,0.888888889,0,0.111111111,1,20,5,420,1,25,40,10
4p3g_D,3qky_A,89,105,90,105,0.56459,16,15,50,0.775193798,0,0.224806202,1,10,3450,40,1,25,40,10
2ld3_A,3zci_A,39,69,23,53,0.70825,30,30,50,0.871455577,0,0.128544423,1,10,3060,20,1,20,58,1660
2hyt_A,4cyb_D,119,144,87,112,0.61482,25,25,50,0.898832685,0,0.101167315,1,10,357,10,1,20,1260,10
2wh6_A,1ibr_D,84,112,219,249,0.55078,28,30,50,0.874045802,0,0.125954198,1,10,437,10,1,25,10,10
2e1n_A,4j29_A,43,58,88,104,0.5517,15,16,50,0.755244755,0.041958042,0.202797203,1,10,10,10,3,40,50,11230
1x8y_A,1a92_A,308,325,15,32,0.57245,17,17,50,0.884210526,0,0.115789474,1,20,5,170,4,10,220,40
3ax2_A,4bwr_A,84,103,34,53,0.58281,19,19,50,0.84939759,0,0.15060241,1,20,960,10,1,25,40,10
